ダウンロード実行日,2026年04月20日現在,件数,11242件
ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード,提出者法人番号
"E40917","内国法人・組合","上場","有","45","8月31日","サイプレス・ホールディングス株式会社","","サイプレスホールディングスカブシキカイシャ","港区六本木一丁目９番１０号アークヒルズ仙石山森タワー４０階","小売業","428A0","2010001202872"
"E40919","内国法人・組合","上場","無","61","11月末日","ウリドキ株式会社","","ウリドキカブシキガイシャ","新宿区新宿１－６－３　新宿御苑フロント９階","情報・通信業","418A0","5010701030190"
"E40920","外国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","ＨＳＢＣグローバル・インベストメント・ファンド","","エイチエスビーシーグローバルインベストメントファンド","ルクセンブルグ大公国、ホヴァルトＬ－２３７０、ペテルネルシェン通り４番地","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E40921","個人（非居住者）（組合発行者を除く）","","","","","ＧＡＵＲＡＶ　ＳＡＮＪＡＹ　ＭＥＨＴＡ","","ガウラヴ　サンジェイ　メタ","","個人（非居住者）（組合発行者を除く）","",""
"E40923","内国法人・組合（有価証券報告書等の提出義務者以外）","","","21","","株式会社橘屋","","カブシキガイシャタチバナヤ","今治市旭町２丁目２番地５","内国法人・組合（有価証券報告書等の提出義務者以外）","","5500001011916"
"E40924","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","木村商事株式会社","","キムラショウジカブシキガイシャ","今治市東鳥生町５丁目１９番地","内国法人・組合（有価証券報告書等の提出義務者以外）","","6500001011460"
"E40925","内国法人・組合","上場","有","20","12月31日","株式会社ムービン・ストラテジック・キャリア","Movin' Strategic Career CO., LTD.","カブシキカイシャムービンストラテジックキャリア","港区赤坂九丁目７番１号　ミッドタウン・タワー７Ｆ","サービス業","421A0","9010001123906"
"E40926","外国法人・組合（有価証券報告書等の提出義務者以外）","","","202424","","ノース・ピーク・キャピタル・マネジメント・エルエルシー","","ノースピークキャピタルマネジメントエルエルシー","アメリカ合衆国１０１７４、ニューヨーク州ニューヨーク市、レキシントン・アベニュー４０５番地","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E40927","個人（組合発行者を除く）","","","","","昼田　将司","","ヒルタ　マサシ","","個人（組合発行者を除く）","",""
"E40930","外国法人・組合（有価証券報告書等の提出義務者以外）","","","8647","","バックト・オプコ・ホールディングス・エルエルシー","","バックトオプコホールディングスエルエルシー","アメリカ合衆国、１０００６、ニューヨーク州、ニューヨーク、リバティ・ストリート１番地、ワン・リバティ・プラザ３階、スイート３０５ー３０６","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E40931","外国法人・組合（有価証券報告書等の提出義務者以外）","","","24363","","Ｒａｎｇｅｌｅｙ　Ｃａｐｉｔａｌ，　ＬＬＣ","","レンジリー　キャピタル　エルエルシー","３　Ｆｏｒｅｓｔ　Ｓｔｒｅｅｔ，　Ｎｅｗ　Ｃａｎａａｎ，　Ｃｏｎｎｅｃｔｉｃｕｔ，　Ｕ．Ｓ．Ａ．","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E40932","内国法人・組合（有価証券報告書等の提出義務者以外）","","","22","","サントレード株式会社","","サントレードカブシキカイシャ","東大阪市長田西三丁目５番１７号","内国法人・組合（有価証券報告書等の提出義務者以外）","","2122001002878"
"E40933","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ＧＣＱ　ＦＵＮＤＳ　ＭＡＮＡＧＥＭＥＮＴ　ＰＴＹ　Ｌｔｄ","","ジーシーキュー　ファンド　マネジメント　プロプライタリー　リミテッド","Ｕｎｉｔ　１４Ｌ，　１６７　Ｍａｃｑｕａｒｉｅ　ＳＴＲＥＥＴ，　ＳＹＤＮＥＹ　ＮＳＷ　２０００，　ＡＵＳＴＲＡＬＩＡ","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E40934","内国法人・組合","上場","有","5354","12月31日","株式会社パワーエックス","PowerX, Inc","カブシキカイシャパワーエックス","玉野市田井六丁目９番１号","電気機器","485A0","7010401159056"
"E40935","個人（非居住者）（組合発行者を除く）","","","","","鈴木　幹子","","スズキ　ミキコ","","個人（非居住者）（組合発行者を除く）","",""
"E40936","内国法人・組合（有価証券報告書等の提出義務者以外）","","","16","","株式会社ガイアテック","","カブシキガイシャガイアテック","薩摩川内市小倉町５９６０番地","内国法人・組合（有価証券報告書等の提出義務者以外）","","5340001008581"
"E40937","内国法人・組合","非上場","無","1","12月31日","チンクエチェント株式会社","Cinquecento Corporation","チンクエチェントカブシキカイシャ","新宿区新宿二丁目１２番１３号新宿アントレサロンビル２階","証券、商品先物取引業","","8011101112601"
"E40938","内国法人・組合（有価証券報告書等の提出義務者以外）","","","5","","明秀株式会社","","メイシュウカブシキガイシャ","杉並区成田西２－１－１１　Ｃ号棟","内国法人・組合（有価証券報告書等の提出義務者以外）","","4011301029566"
"E40939","内国法人・組合（有価証券報告書等の提出義務者以外）","","","48","","有限会社新光企画","","ユウゲンガイシャシンコウキカク","大阪市中央区北久宝寺町一丁目９番８号","内国法人・組合（有価証券報告書等の提出義務者以外）","","3120002036408"
"E40941","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","Ｃｕｒｉｅ１株式会社","","キュリーワンカブシキガイシャ","東京都港区麻布台１丁目３番１号麻布台ヒルズ森ＪＰタワー１７階","内国法人・組合（有価証券報告書等の提出義務者以外）","","7010401191983"
"E40943","内国法人・組合（有価証券報告書等の提出義務者以外）","","","20","","株式会社ニキティス","","カブシキガイシャニキティス","川口市上青木一丁目２３番３６－６０７号","内国法人・組合（有価証券報告書等の提出義務者以外）","","1011001049082"
"E40945","個人（組合発行者を除く）","","","","","木暮　康雄","","コグレ　ヤスオ","","個人（組合発行者を除く）","",""
"E40946","個人（組合発行者を除く）","","","","","中村　友哉","","ナカムラ　ユウヤ","","個人（組合発行者を除く）","",""
"E40947","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","全共連第４回劣後ローン流動化株式会社","","ゼンキョウレンダイヨンカイレツゴローンリュウドウカカブシキガイシャ","千代田区丸の内一丁目４番１号東京共同会計事務所内","内国法人・組合（有価証券報告書等の提出義務者以外）","","5010001257402"
"E40948","個人（組合発行者を除く）","","","","","末次　栄作","","スエツグ　エイサク","","個人（組合発行者を除く）","",""
"E40950","個人（組合発行者を除く）","","","","","黒田　直樹","","クロダ　ナオキ","","個人（組合発行者を除く）","",""
"E40951","個人（組合発行者を除く）","","","","","深井英樹","","フカイ　ヒデキ","","個人（組合発行者を除く）","",""
"E40954","個人（組合発行者を除く）","","","","","小田切　基浩","","オダギリ　モトヒロ","","個人（組合発行者を除く）","",""
"E40955","個人（組合発行者を除く）","","","","","扇栄会　理事長　山﨑　俊隆","","センエイカイ　リジチョウ　ヤマサキ　トシタカ","","個人（組合発行者を除く）","",""
"E40956","個人（組合発行者を除く）","","","","","小林　豪","","コバヤシ　ゴウ","","個人（組合発行者を除く）","",""
"E40957","個人（組合発行者を除く）","","","","","塩満　龍一","","シオミツ　リュウイチ","","個人（組合発行者を除く）","",""
"E40958","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","株式会社コンサバティヴホールディングス","","カブシキガイシャコンサバティヴホールディングス","目黒区目黒四丁目３番１５号","内国法人・組合（有価証券報告書等の提出義務者以外）","","1011001092660"
"E40962","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","双栄興業株式会社","","ソウエイコウギョウカブシキカイシャ","千代田区九段南三丁目９番１２号","内国法人・組合（有価証券報告書等の提出義務者以外）","","2011801014978"
"E40964","内国法人・組合","上場","無","100","12月末日","ユーソナー株式会社","uSonar Co., Ltd","ユーソナーカブシキカイシャ","新宿区西新宿三丁目２０番２号","情報・通信業","431A0","3011101023530"
"E40971","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","株式会社Ｏｒｓａｙ","","カブシキガイシャオルセー","品川区東品川四丁目１３番１４号","内国法人・組合（有価証券報告書等の提出義務者以外）","","4012401043498"
"E40973","内国法人・組合（有価証券報告書等の提出義務者以外）","","","780","","一般財団法人三村学術福祉財団","","イッパンザイダンホウジンミムラガクジュツフクシザイダン","越前市家久町第５９号１番地の１","内国法人・組合（有価証券報告書等の提出義務者以外）","","7210005010215"
"E40977","個人（組合発行者を除く）","","","","","丹野　裕介","","タンノ　ユウスケ","","個人（組合発行者を除く）","",""
"E40979","内国法人・組合","上場","無","100","4月30日","ＮＥ株式会社","NE Inc.","エヌイーカブシキガイシャ","横浜市港北区新横浜三丁目２番３号","情報・通信業","441A0","2021001075886"
"E40982","外国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","トリウム・キャピタル・エルエルピー","","トリウムキャピタルエルエルピー","英国ＥＣ２Ｖ　７ＢＢロンドン、グレシャム・ストリート６０、４階","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E40983","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","株式会社マネジメントベース","","カブシキガイシャマネジメントベース","千代田区飯田橋３－４－４第５田中ビル","内国法人・組合（有価証券報告書等の提出義務者以外）","","4010001102105"
"E40984","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ＡＲＴＳ－４株式会社","","アーツフォーカブシキガイシャ","港区港南一丁目２番７０号品川シーズンテラス","内国法人・組合（有価証券報告書等の提出義務者以外）","","2010401192499"
"E40985","内国法人・組合","上場","有","400","3月31日","テクセンドフォトマスク株式会社","Tekscend Photomask Corp.","テクセンドフォトマスクカブシキガイシャ","東京都港区東新橋一丁目５番２号","精密機器","429A0","1010401164466"
"E40987","個人（組合発行者を除く）","","","","","中本有紀","","ナカモトユキ","","個人（組合発行者を除く）","",""
"E40989","外国法人・組合（有価証券報告書等の提出義務者以外）","","","69","","エマージング・アセット・マネジメント・リミテッド","","エマージングアセットマネジメントリミテッド","バミューダ、ハミルトンＨＭ１１、パーラヴィルロード５８番、ヴァリスビルディング４階","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E40991","内国法人・組合","上場","有","30","9月30日","辻・本郷ＩＴコンサルティング株式会社","","ツジホンゴウアイティコンサルティングカブシキカイシャ","東京都渋谷区代々木一丁目３６番４号全理連ビル５階","サービス業","476A0","2011001073585"
"E40992","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","株式会社ＨＫＫ　ＨＯＬＤＩＮＧＳ","","カブシキガイシャエイチケイケイホールディングス","名古屋市東区葵三丁目１４番１２号","内国法人・組合（有価証券報告書等の提出義務者以外）","","8010901012770"
"E40993","内国法人・組合（有価証券報告書等の提出義務者以外）","","","2","","株式会社ファンドクラウド","","カブシキガイシャファンドクラウド","新宿区西新宿五丁目１番１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","8011201024473"
"E40994","個人（組合発行者を除く）","","","","","土居　信一","","ドイ　シンイチ","","個人（組合発行者を除く）","",""
"E40996","個人（組合発行者を除く）","","","","","小山　武","","コヤマ　タケシ","","個人（組合発行者を除く）","",""
"E40997","個人（組合発行者を除く）","","","","","本多　容和","","ホンダ　マサカズ","","個人（組合発行者を除く）","",""
"E41002","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ｒｅｎｇａ第１号合同会社","","レンガダイイチゴウゴウドウガイシャ","千代田区霞が関三丁目２番５号","内国法人・組合（有価証券報告書等の提出義務者以外）","","7010003048038"
"E41010","内国法人・組合","上場","無","100","4月末日","サイバーソリューションズ株式会社","","サイバーソリューションズカブシキガイシャ","港区芝浦三丁目４番１号　グランパークタワー３４階","情報・通信業","436A0","7010001231677"
"E41011","外国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","Ｐｅｒｓｈｉｎｇ　Ａｓｉａ　Ｐａｒｔｎｅｒｓ　ＬＬＣ","","パーシング　アジア　パートナーズ　エルエルシー","アメリカ合衆国デラウェア州ニューキャッスル郡ウィルミントン市リトルフォールズドライブ２５１コーポレーションサービスカンパニー方","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E41013","内国法人・組合（有価証券報告書等の提出義務者以外）","","","53","","株式会社Ａｓａｈｉｃｈｏ","","カブシキガイシャアサヒチョウ","府中市府川町１１０","内国法人・組合（有価証券報告書等の提出義務者以外）","","6240001034109"
"E41014","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ＳＢＩＮＭ合同会社","","エスビーアイエヌエムゴウドウガイシャ","港区六本木１－６－１","内国法人・組合（有価証券報告書等の提出義務者以外）","","2010403030698"
"E41015","外国法人・組合（有価証券報告書等の提出義務者以外）","","","44293","","ＥＣＭ　Ｍａｓｔｅｒ　Ｆｕｎｄ　ＳＰＶ　３","","イーシーエム　マスター　ファンド　エスピーブイ　スリー","Ｃｏｎｙｅｒｓ　Ｔｒｕｓｔ　Ｃｏｍｐａｎｙ　（Ｃａｙｍａｎ）　Ｌｉｍｉｔｅｄ，　Ｃｒｉｃｋｅｔ　Ｓｑｕａｒｅ，　Ｈｕｔｃｈｉｎｓ　Ｄｒｉｖｅ，　ＰＯ　Ｂｏｘ　２６８１，　Ｇｒａｎｄ　Ｃａｙｍａｎ　ＫＹ１－１１１１，　Ｃａｙｍａｎ　Ｉｓｌａｎｄｓ","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E41017","内国法人・組合（有価証券報告書等の提出義務者以外）","","","40","","ｍｕｓｉｃａ株式会社","","ムジカカブシキカイシャ","大阪市北区梅田三丁目３番４５号マルイト西梅田ビル３Ｆ","内国法人・組合（有価証券報告書等の提出義務者以外）","","7120001095665"
"E41018","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","合同会社ＨＡＹＡＫＡＷＡ","","ゴウドウガイシャハヤカワ","印西市高花六丁目３６番１６","内国法人・組合（有価証券報告書等の提出義務者以外）","","6040003026719"
"E41019","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","株式会社ＴＭＫＲ","","カブシキガイシャティーエムケイアール","中央区日本橋室町四丁目３番９号","内国法人・組合（有価証券報告書等の提出義務者以外）","","6010001258151"
"E41021","個人（組合発行者を除く）","","","","","勝俣　篤志","","カツマタ　アツシ","","個人（組合発行者を除く）","",""
"E41022","個人（組合発行者を除く）","","","","","小林　亜佐美","","コバヤシ　アサミ","","個人（組合発行者を除く）","",""
"E41024","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ＯＦＩ・０１株式会社","","オーエフアイゼロイチカブシキガイシャ","港区浜松町二丁目４番１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","9010401192492"
"E41025","内国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","公益財団法人森田記念福祉財団","","コウエキザイダンホウジンモリタキネンフクシザイダン","奈良市中登美ケ丘２丁目１９８４－４０","内国法人・組合（有価証券報告書等の提出義務者以外）","","2150005002537"
"E41027","内国法人・組合（有価証券報告書等の提出義務者以外）","","","5","","株式会社センターロック","","カブシキガイシャセンターロック","福津市中央六丁目８番地５ウィンドブレイク２Ｆ","内国法人・組合（有価証券報告書等の提出義務者以外）","","8290001102908"
"E41028","内国法人・組合","上場","有","100","3月31日","株式会社インフキュリオン","Infcurion, Inc.","カブシキガイシャインフキュリオン","千代田区麹町五丁目７番地２ＭＦＰＲ麹町ビル７Ｆ","情報・通信業","438A0","4010001117846"
"E41029","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","Ｃａｍｂｒｉｄｇｅ　Ａｓｉａ　ＬＬＣ","","ケンブリッジアジアエルエルシー","アメリカ合衆国デラウェア州ニューキャッスル郡ウィルミントン市リトルフォールズドライブ２５１番地コーポレーションサービスカンパニー","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E41030","内国法人・組合","上場","無","836","10月31日","クラシコ株式会社","","クラシコカブシキカイシャ","港区赤坂９－５－１２パークサイドシックス２０１","繊維製品","442A0","4011001062719"
"E41032","個人（組合発行者を除く）","","","","","永田　勝治","","ナガタ　カツハル","","個人（組合発行者を除く）","",""
"E41034","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","カロンホールディングス株式会社","","カロンホールディングスカブシキガイシャ","千代田区霞が関三丁目２番５号","内国法人・組合（有価証券報告書等の提出義務者以外）","","2010001257149"
"E41037","内国法人・組合","上場","有","20","3月31日","テラテクノロジー株式会社","","テラテクノロジーカブシキガイシャ","豊島区東池袋３－４－３池袋イースト","情報・通信業","483A0","8013301007853"
"E41038","個人（組合発行者を除く）","","","","","北條　將隆","","ホウジョウ　マサタカ","","個人（組合発行者を除く）","",""
"E41039","個人（組合発行者を除く）","","","","","北條　美憲","","ホウジョウ　ヨシノリ","","個人（組合発行者を除く）","",""
"E41040","個人（組合発行者を除く）","","","","","北條　清隆","","ホウジョウ　キヨタカ","","個人（組合発行者を除く）","",""
"E41042","個人（組合発行者を除く）","","","","","東　稔哉","","ヒガシ　トシヤ","","個人（組合発行者を除く）","",""
"E41045","内国法人・組合（有価証券報告書等の提出義務者以外）","","","99","","日本継手株式会社","","ニッポンツギテカブシキガイシャ","岸和田市田治米町１５３番地の１","内国法人・組合（有価証券報告書等の提出義務者以外）","","7120101037360"
"E41047","個人（組合発行者を除く）","","","","","長村　耕志","","オサムラ　コウジ","","個人（組合発行者を除く）","",""
"E41048","外国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","Ｓｕｍｏ　Ｊａｐａｎ　Ｖｅｎｔｕｒｅｓ　Ｓｅｇｒｅｇａｔｅｄ　Ｐｏｒｔｆｏｌｉｏ　ｏｆ　Ｆｕｎｄｖｉｅｗｓ　ＳＰＣ　Ｌｔｄ．","","スモウ　ジャパン　ベンチャーズ　セグリゲーテッド　ポートフォリオ　オブ　ファンドビューズ　エスピーシー　リミテッド","ボルダー・コーポレート・サービス（ＢＶＩ）リミテッド、シー・メドウ・ハウス、ＰＯボックス１１６、ロード・タウン、トルトラ、英領バージン諸島","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E41052","個人（組合発行者を除く）","","","","","神川　志悠","","カミカワ　シユウ","","個人（組合発行者を除く）","",""
"E41053","個人（非居住者）（組合発行者を除く）","","","","","神川　芽伊","","カミカワ　メイ","","個人（非居住者）（組合発行者を除く）","",""
"E41055","内国法人・組合","上場","無","48","11月30日","株式会社フィットクルー","Fitcrew Inc.","カブシキカイシャフィットクルー","大阪市西区靭本町１－１３－９中央ビル１階","サービス業","469A0","6120901034938"
"E41056","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","Ｄｉｓｈ合同会社","","ディッシュゴウドウガイシャ","文京区本郷四丁目１６番６号天翔オフィス後楽園２１４号室","内国法人・組合（有価証券報告書等の提出義務者以外）","","4010003042596"
"E41059","個人（組合発行者を除く）","","","","","林　界宏","","リン　カイコウ","","個人（組合発行者を除く）","",""
"E41060","個人（組合発行者を除く）","","","","","林　盈穎","","リン　ミツエ","","個人（組合発行者を除く）","",""
"E41061","個人（組合発行者を除く）","","","","","林　盈貝","","リン　ミツエ","","個人（組合発行者を除く）","",""
"E41062","個人（組合発行者を除く）","","","","","木田　裕介","","キダ　ユウスケ","","個人（組合発行者を除く）","",""
"E41063","個人（組合発行者を除く）","","","","","戸田　晃平","","トダ　コウヘイ","","個人（組合発行者を除く）","",""
"E41065","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","株式会社ＦＵＪＩＭＡＫＩアセットデザイン","","カブシキガイシャフジマキアセットデザイン","京都市中京区高倉通錦小路上る貝屋町５６５番地１四条高倉スカイハイツ５０８","内国法人・組合（有価証券報告書等の提出義務者以外）","","2130001066538"
"E41066","個人（組合発行者を除く）","","","","","長尾　智明","","ナガオ　トモアキ","","個人（組合発行者を除く）","",""
"E41067","個人（組合発行者を除く）","","","","","神川　貴実彦","","カミカワ　キミヒコ","","個人（組合発行者を除く）","",""
"E41069","個人（組合発行者を除く）","","","","","藤巻　米隆","","フジマキ　ヨネタカ","","個人（組合発行者を除く）","",""
"E41070","個人（組合発行者を除く）","","","","","飯田　泰敬","","イイダ　ヤスタカ","","個人（組合発行者を除く）","",""
"E41074","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ビー・エックス・ジェイ・イー・ワン・ホールディング株式会社","","ビーエックスジェイイーワンホールディングカブシキガイシャ","港区虎ノ門五丁目１番４号","内国法人・組合（有価証券報告書等の提出義務者以外）","","8010401191719"
"E41075","内国法人・組合（有価証券報告書等の提出義務者以外）","","","365","","株式会社ポケモン","","カブシキガイシャポケモン","港区六本木６－１０－１六本木ヒルズ森タワー８Ｆ","内国法人・組合（有価証券報告書等の提出義務者以外）","","1010401079276"
"E41076","内国法人・組合","上場","無","87","1月末日","ＨＵＭＡＮ　ＭＡＤＥ株式会社","HUMAN MADE Inc.","ヒューマンメイドカブシキガイシャ","品川区上大崎２－２４－９","小売業","456A0","2011001109488"
"E41077","個人（組合発行者を除く）","","","","","大知　昌幸","","オオチ　マサユキ","","個人（組合発行者を除く）","",""
"E41080","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","株式会社あやめ家","","カブシキガイシャアヤメヤ","奈良市あやめ池北１丁目２７番２３号","内国法人・組合（有価証券報告書等の提出義務者以外）","","5150001019796"
"E41081","内国法人・組合","上場","有","90","10月31日","株式会社ＦＵＮＤＩＮＮＯ","","カブシキカイシャファンディーノ","港区芝５－２９－１１　Ｇ－ＢＡＳＥ田町３Ｆ","証券、商品先物取引業","462A0","7010401121809"
"E41082","内国法人・組合（有価証券報告書等の提出義務者以外）","","","50","","豊田産業株式会社","","トヨタサンギョウカブシキガイシャ","吹田市芳野町１４ー３３","内国法人・組合（有価証券報告書等の提出義務者以外）","","3120901007624"
"E41083","個人（組合発行者を除く）","","","","","石村　真一","","イシムラ　シンイチ","","個人（組合発行者を除く）","",""
"E41084","個人（組合発行者を除く）","","","","","藤原　良輔","","フジハラ　リョウスケ","","個人（組合発行者を除く）","",""
"E41085","内国法人・組合（有価証券報告書等の提出義務者以外）","","","410","","有限会社ティーエム興産","","ユウゲンガイシャティーエムコウサン","千代田区神田東松下町３７番地林道ビル７階","内国法人・組合（有価証券報告書等の提出義務者以外）","","7010002012457"
"E41086","内国法人・組合","上場","無","71","10月末日","ＢＲＡＮＵ株式会社","","ブラニューカブシキカイシャ","港区六本木六丁目１番２４号ラピロス六本木４階","情報・通信業","460A0","6010401083620"
"E41088","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3","","株式会社麻布ビルディング","","カブシキガイシャアザブビルディング","渋谷区神宮前六丁目３４番２０号","内国法人・組合（有価証券報告書等の提出義務者以外）","","6010402036478"
"E41089","個人（組合発行者を除く）","","","","","浅野　秀一","","アサノ　シュウイチ","","個人（組合発行者を除く）","",""
"E41091","個人（組合発行者を除く）","","","","","丸山　弘毅","","マルヤマ　ヒロキ","","個人（組合発行者を除く）","",""
"E41092","個人（組合発行者を除く）","","","","","来田　武則","","キタ　タケノリ","","個人（組合発行者を除く）","",""
"E41093","内国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","公益財団法人ＫＮＣ広瀬財団","","コウエキザイダンホウジンケイエヌシーヒロセザイダン","神戸市中央区港島南町七丁目１番地の１９","内国法人・組合（有価証券報告書等の提出義務者以外）","","7140005027241"
"E41096","個人（組合発行者を除く）","","","","","福富　七海","","フクトミ　ナミ","","個人（組合発行者を除く）","",""
"E41099","個人（組合発行者を除く）","","","","","長田　敏彦","","オサダ　トシヒコ","","個人（組合発行者を除く）","",""
"E41100","個人（組合発行者を除く）","","","","","大豆生田　伸夫","","オオマメウダ　ノブオ","","個人（組合発行者を除く）","",""
"E41101","内国法人・組合","非上場","無","1","8月31日","合同会社オーナーズブック・スリー","","ゴウドウカイシャオーナーズブックスリー","千代田区霞が関三丁目２番５号","不動産業","","4010003048643"
"E41102","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ＷＨＤ株式会社","","ダブリューエイチディーカブシキガイシャ","千代田区神田神保町３－１２－３神保町スリービル８階","内国法人・組合（有価証券報告書等の提出義務者以外）","","6010001257120"
"E41103","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ＹＡＨＯ株式会社","","ヤホカブシキガイシャ","府中市高木町１０７１番地","内国法人・組合（有価証券報告書等の提出義務者以外）","","9010401193466"
"E41104","内国法人・組合","上場","無","30","1月末日","株式会社ノースサンド","Northsand, Inc.","カブシキガイシャノースサンド","中央区銀座四丁目１２番１５号　歌舞伎座タワー７階","サービス業","446A0","6010601048200"
"E41107","内国法人・組合（有価証券報告書等の提出義務者以外）","","","2","","Ｉｃｅインテグラル１株式会社","","アイスインテグラルワンカブシキガイシャ","千代田区丸の内一丁目９番２号","内国法人・組合（有価証券報告書等の提出義務者以外）","","4010001217836"
"E41108","内国法人・組合","上場","無","239","12月末日","株式会社フツパー","","カブシキガイシャフツパー","大阪市淀川区西中島１ー１１ー１６　新大阪ＣＳＰビル北館４階","情報・通信業","478A0","7120001228357"
"E41115","内国法人・組合","上場","無","100","3月末日","株式会社ギミック","GIMIC Co., Ltd.","カブシキガイシャギミック","渋谷区南平台町２番１７号","サービス業","475A0","7011001073333"
"E41116","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ＳＣインベストメンツ・マネジメント株式会社","","エスシーインベストメンツマネジメントカブシキガイシャ","千代田区大手町２丁目３番２号","内国法人・組合（有価証券報告書等の提出義務者以外）","","8010001258629"
"E41118","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","晋文金属株式会社","","シンブンキンゾクカブシキカイシャ","江戸川区東葛西六丁目２３番４－３０１","内国法人・組合（有価証券報告書等の提出義務者以外）","","5011701017715"
"E41119","外国法人・組合（有価証券報告書等の提出義務者以外）","","","3278","","ＵＮＩＶＥＲＳＡＬ　ＤＩＧＩＴＡＬ　ＩＮＣ．","","ユニバーサル　デジタル　インク","１５ｔｈ　Ｆｌｏｏｒ　１１１１　Ｗｅｓｔ　Ｈａｓｔｉｎｇｓ　Ｓｔｒｅｅｔ　Ｖａｎｃｏｕｖｅｒ　ＢＣ　Ｖ６Ｅ　２Ｊ３　Ｃａｎａｄａ","外国法人・組合（有価証券報告書等の提出義務者以外）","",""
"E41123","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","ＶＩＮＴＡＧＥＣＡＶＥＣＡＰＩＴＡＬ株式会社","","ヴィンテージケーヴキャピタルカブシキガイシャ","港区元六本木３－１６－１３　アンバサダー六本木６１０","内国法人・組合（有価証券報告書等の提出義務者以外）","","8010401191470"
"E41125","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ＭＭパワー合同会社","","エムエムパワーゴウドウガイシャ","港区虎ノ門一丁目２番６号","内国法人・組合（有価証券報告書等の提出義務者以外）","","5010403036164"
"E41126","内国法人・組合（有価証券報告書等の提出義務者以外）","","","500","","株式会社ＪＣＣ","","カブシキカイシャジェイシーシー","港区芝四丁目７番６号芝ビルディング７０４","内国法人・組合（有価証券報告書等の提出義務者以外）","","4010701042501"
"E41127","個人（組合発行者を除く）","","","","","大和　新","","オオワ　アラタ","","個人（組合発行者を除く）","",""
"E41128","内国法人・組合","非上場","有","152405","3月31日","ＰａｙＰａｙ株式会社","","ペイペイカブシキガイシャ","千代田区紀尾井町１番３号","サービス業","","5010001192707"
"E41130","内国法人・組合","上場","有","10000","3月31日","ＡＲＣＨＩＯＮ株式会社","ARCHION Corporation","アーチオンカブシキガイシャ","品川区西品川一丁目１番１号住友不動産大崎ガーデンタワー","輸送用機器","543A0","7012801024013"
"E41131","個人（組合発行者を除く）","","","","","榎　崇斗","","エノキ　タカト","","個人（組合発行者を除く）","",""
"E41134","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ブルーブルームキャピタル株式会社","","ブルーブルームキャピタルカブシキカイシャ","港区北青山１丁目３番１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","6010401193626"
